tree_label	candidate_id	source	gene_id	relative_gene_position	relative_bp_start	relative_bp_end	strand	plot_label	neighborhood_structure_class	strict_synteny_QC_pass	annotation
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	GFF+DRAM annotation	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_9	4	4539	5381	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	GFF+DRAM annotation	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_10	5	5412	7070	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY365BB-8-12_bin8-k141_832694_5	SY365BB-8-12_bin8-k141_832694_5	GFF+DRAM annotation	SY365BB-8-12_bin8_SY365BB-8-12_bin8-k141_832694_11	6	7067	7267	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5-k141_98994_2	GFF+DRAM annotation	SY366YB-0-4_bin5_SY366YB-0-4_bin5-k141_98994_1	-1	-2087	-1479	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5-k141_98994_2	focal MAG candidate + GFF	SY366YB-0-4_bin5_SY366YB-0-4_bin5-k141_98994_2	0	-1339	1339	-	AioA/IdrA-related A	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY366YB-0-4_bin5-k141_98994_2	SY366YB-0-4_bin5-k141_98994_2	joint reference search + strict-QC	SY366YB-0-4_bin5_SY366YB-0-4_bin5-k141_98994_3	1	1353	1934	-	IdrB/AioB-related small subunit	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_21	-10	-13071	-12118	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_22	-9	-12118	-11183	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; multiple sugar transport system permease protein (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_23	-8	-11120	-9804	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Bacterial extracellular solute-binding protein [PF01547.30]; Bacterial extracellular solute-binding protein [PF13416.11] (db=pfam)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_24	-7	-9696	-8329	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_25	-6	-8332	-7058	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_26	-5	-7061	-5403	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_27	-4	-5372	-4527	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_28	-3	-4530	-4423	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_29	-2	-4403	-3666	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_30	-1	-3643	-1481	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	focal MAG candidate + GFF	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_31	0	-1339	1339	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	joint reference search + strict-QC	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_32	1	1354	1935	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	joint reference search + strict-QC	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_33	2	1957	3093	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	joint reference search + strict-QC	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_34	3	3108	4226	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_35	4	4404	6659	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26] (db=pfam)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_36	5	6672	7505	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_37	6	7502	9283	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_38	7	9280	9408	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_39	8	9440	9562	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_40	9	9666	9968	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY459WG-0-4_bin37-k141_569169_31	SY459WG-0-4_bin37-k141_569169_31	GFF+DRAM annotation	SY459WG-0-4_bin37_SY459WG-0-4_bin37-k141_569169_41	10	10099	10866	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Crp-like helix-turn-helix domain [PF13545.11] (db=pfam)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_1	-2	-2166	-1948	+	other annotated CDS	partial DIRM-like neighborhood	no	rank: E
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	joint reference search + strict-QC	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_2	-1	-1930	-1352	+	IdrB/AioB-related small subunit	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	focal MAG candidate + GFF	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_3	0	-1339	1339	+	AioA/IdrA-related A	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_4	1	1493	3667	+	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_5	2	3704	4444	+	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_6	3	4564	5403	+	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_7	4	5413	7077	+	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_8	5	7077	8345	+	other annotated CDS	partial DIRM-like neighborhood	no	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_9	6	8342	9706	+	other annotated CDS	partial DIRM-like neighborhood	no	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_10	7	9791	10318	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: C; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3] (db=kegg)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_11	8	10320	11165	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: C; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11] (db=kegg)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_12	9	11165	12298	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: C; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] (db=kegg)
IS|SY457BB-8-12_bin10-k141_377897_3	SY457BB-8-12_bin10-k141_377897_3	GFF+DRAM annotation	SY457BB-8-12_bin10_SY457BB-8-12_bin10-k141_377897_13	10	12295	13191	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: C; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_179	-10	-11408	-10800	+	function_unknown	complete DIRM-like neighborhood	yes	rank: D; Protein of unknown function (DUF3305) [PF11749.13] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_180	-9	-10834	-10186	+	function_unknown	complete DIRM-like neighborhood	yes	rank: D; Protein of unknown function (DUF3306) [PF11748.13] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_181	-8	-10124	-9832	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_182	-7	-9678	-9538	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_183	-6	-9376	-7614	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_184	-5	-7616	-6784	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_185	-4	-6768	-4488	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Ethylbenzene dehydrogenase [PF09459.15]; Cytochrome c [PF00034.26]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	joint reference search + strict-QC	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_186	-3	-4246	-3124	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	joint reference search + strict-QC	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_187	-2	-3106	-1952	+	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	joint reference search + strict-QC	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_188	-1	-1938	-1354	+	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	focal MAG candidate + GFF	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_189	0	-1338	1338	+	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_190	1	1528	3770	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_191	2	3804	4540	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Polysaccharide lyase family 4, domain II [PF14686.11] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_192	3	4578	4718	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_193	4	4716	5602	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_194	5	5624	7350	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Universal stress protein family [PF00582.31]; Proto-chlorophyllide reductase 57 kD subunit [PF08369.15] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_195	6	7316	8638	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; AdoMet-dependent heme synthase [EC:1.3.98.6] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_196	7	8636	10018	+	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_197	8	10004	11302	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; molybdopterin molybdotransferase [EC:2.10.1.1] (db=kegg)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_198	9	11284	11990	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Crp-like helix-turn-helix domain [PF13545.11] (db=pfam)
IS|SY456YB-8-12_bin4-k141_708485_189	SY456YB-8-12_bin4-k141_708485_189	GFF+DRAM annotation	SY456YB-8-12_bin4_SY456YB-8-12_bin4-k141_708485_199	10	12140	14366	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3] (db=kegg)
IS|SY459WG-8-12_bin19-k141_364478_5	SY459WG-8-12_bin19-k141_364478_5	GFF+DRAM annotation	SY459WG-8-12_bin19_SY459WG-8-12_bin19-k141_364478_1	-4	-5378	-4688	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; Sulfatase-modifying factor enzyme 1 [PF03781.21] (db=pfam)
IS|SY459WG-8-12_bin19-k141_364478_5	SY459WG-8-12_bin19-k141_364478_5	GFF+DRAM annotation	SY459WG-8-12_bin19_SY459WG-8-12_bin19-k141_364478_2	-3	-4692	-4582	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: E
IS|SY459WG-8-12_bin19-k141_364478_5	SY459WG-8-12_bin19-k141_364478_5	GFF+DRAM annotation	SY459WG-8-12_bin19_SY459WG-8-12_bin19-k141_364478_3	-2	-4554	-3816	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: E
IS|SY459WG-8-12_bin19-k141_364478_5	SY459WG-8-12_bin19-k141_364478_5	GFF+DRAM annotation	SY459WG-8-12_bin19_SY459WG-8-12_bin19-k141_364478_4	-1	-3764	-1524	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; HEAT repeats [PF13646.11]; Adaptin N terminal region [PF01602.25] (db=pfam)
IS|SY459WG-8-12_bin19-k141_364478_5	SY459WG-8-12_bin19-k141_364478_5	focal MAG candidate + GFF	SY459WG-8-12_bin19_SY459WG-8-12_bin19-k141_364478_5	0	-1338	1338	-	AioA/IdrA-related A	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY459WG-8-12_bin19-k141_364478_5	SY459WG-8-12_bin19-k141_364478_5	joint reference search + strict-QC	SY459WG-8-12_bin19_SY459WG-8-12_bin19-k141_364478_6	1	1358	1942	-	IdrB/AioB-related small subunit	partial DIRM-like neighborhood	no	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY459WG-8-12_bin19-k141_364478_5	SY459WG-8-12_bin19-k141_364478_5	joint reference search + strict-QC	SY459WG-8-12_bin19_SY459WG-8-12_bin19-k141_364478_7	2	1956	2488	-	P-like	partial DIRM-like neighborhood	no	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_1	-2	-4172	-3510	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_2	-1	-3512	-1342	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; HEAT repeats [PF13646.11] (db=pfam)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	focal MAG candidate + GFF	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_3	0	-1338	1338	-	AioA/IdrA-related A	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	joint reference search + strict-QC	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_4	1	1350	1904	-	IdrB/AioB-related small subunit	complete DIRM-like neighborhood	yes	rank: C; arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1] (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	joint reference search + strict-QC	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_5	2	1916	3076	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	joint reference search + strict-QC	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_6	3	3094	4216	-	P-like	complete DIRM-like neighborhood	yes	rank: C; cytochrome c peroxidase [EC:1.11.1.5] (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_7	4	4428	5456	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; hydrogenase expression/formation protein HypE (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_8	5	5458	6574	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; hydrogenase expression/formation protein HypD (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_9	6	6570	6800	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; hydrogenase expression/formation protein HypC (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_10	7	6804	7652	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; hydrogenase nickel incorporation protein HypB (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_11	8	7652	7994	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: C; hydrogenase nickel incorporation protein HypA/HybF (db=kegg)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_12	9	8092	9066	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: D; Homocysteine S-methyltransferase [PF02574.21] (db=pfam)
IS|SY366YW-0-4_bin9-k141_1360848_3	SY366YW-0-4_bin9-k141_1360848_3	GFF+DRAM annotation	SY366YW-0-4_bin9_SY366YW-0-4_bin9-k141_1360848_13	10	9140	10156	-	other annotated CDS	complete DIRM-like neighborhood	yes	rank: E
IS|SY456YB-8-12_bin5-k141_222164_2	SY456YB-8-12_bin5-k141_222164_2	GFF+DRAM annotation	SY456YB-8-12_bin5_SY456YB-8-12_bin5-k141_222164_1	-1	-1916	-1334	-	other annotated CDS	partial DIRM-like neighborhood	no	rank: D; HEAT repeats [PF13646.11] (db=pfam)
