target_id	MAG_ID	contig_id	target_gene_index	neighbor_gene_index	relative_position	role	neighbor_raw_id	start	end	strand	prodigal_attrs
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	184	-9	upstream	SY368YW-8-12_bin33-k141_1103131_184	193186	193830	-	ID=30_184;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.564
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	185	-8	upstream	SY368YW-8-12_bin33-k141_1103131_185	194139	195398	-	ID=30_185;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.617
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	186	-7	upstream	SY368YW-8-12_bin33-k141_1103131_186	195484	196104	-	ID=30_186;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.617
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	187	-6	upstream	SY368YW-8-12_bin33-k141_1103131_187	196228	198474	-	ID=30_187;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.547
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	188	-5	upstream	SY368YW-8-12_bin33-k141_1103131_188	198505	199293	+	ID=30_188;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.511
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	189	-4	upstream	SY368YW-8-12_bin33-k141_1103131_189	199271	200641	-	ID=30_189;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.593
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	190	-3	upstream	SY368YW-8-12_bin33-k141_1103131_190	200631	201908	-	ID=30_190;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.592
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	191	-2	upstream	SY368YW-8-12_bin33-k141_1103131_191	201912	203555	-	ID=30_191;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.573
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	192	-1	upstream	SY368YW-8-12_bin33-k141_1103131_192	203589	204389	-	ID=30_192;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.593
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	193	0	target	SY368YW-8-12_bin33-k141_1103131_193	204425	204532	-	ID=30_193;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.435
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	194	1	downstream	SY368YW-8-12_bin33-k141_1103131_194	204554	205294	-	ID=30_194;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.528
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	195	2	downstream	SY368YW-8-12_bin33-k141_1103131_195	205323	207503	-	ID=30_195;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.589
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	196	3	downstream	SY368YW-8-12_bin33-k141_1103131_196	207664	210342	-	ID=30_196;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.531
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	197	4	downstream	SY368YW-8-12_bin33-k141_1103131_197	210355	210936	-	ID=30_197;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.529
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	198	5	downstream	SY368YW-8-12_bin33-k141_1103131_198	210958	212103	-	ID=30_198;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.546
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	199	6	downstream	SY368YW-8-12_bin33-k141_1103131_199	212119	213237	-	ID=30_199;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.550
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	200	7	downstream	SY368YW-8-12_bin33-k141_1103131_200	213401	215674	-	ID=30_200;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.585
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	201	8	downstream	SY368YW-8-12_bin33-k141_1103131_201	215687	216829	-	ID=30_201;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.567
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	202	9	downstream	SY368YW-8-12_bin33-k141_1103131_202	216826	218583	-	ID=30_202;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556
SY368YW-8-12_bin33-k141_1103131_193	SY368YW-8-12_bin33	SY368YW-8-12_bin33-k141_1103131	193	203	10	downstream	SY368YW-8-12_bin33-k141_1103131_203	218593	218721	-	ID=30_203;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.527
SY456YB-0-4_bin2-k141_200390_5	SY456YB-0-4_bin2	SY456YB-0-4_bin2-k141_200390	5	1	-4	upstream	SY456YB-0-4_bin2-k141_200390_1	1	195	-	ID=462_1;partial=10;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.615
SY456YB-0-4_bin2-k141_200390_5	SY456YB-0-4_bin2	SY456YB-0-4_bin2-k141_200390	5	2	-3	upstream	SY456YB-0-4_bin2-k141_200390_2	192	299	-	ID=462_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.472
SY456YB-0-4_bin2-k141_200390_5	SY456YB-0-4_bin2	SY456YB-0-4_bin2-k141_200390	5	3	-2	upstream	SY456YB-0-4_bin2-k141_200390_3	322	1059	-	ID=462_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.541
SY456YB-0-4_bin2-k141_200390_5	SY456YB-0-4_bin2	SY456YB-0-4_bin2-k141_200390	5	4	-1	upstream	SY456YB-0-4_bin2-k141_200390_4	1089	3401	-	ID=462_4;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.611
SY456YB-0-4_bin2-k141_200390_5	SY456YB-0-4_bin2	SY456YB-0-4_bin2-k141_200390	5	5	0	target	SY456YB-0-4_bin2-k141_200390_5	3565	5379	-	ID=462_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.581
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	32	-10	upstream	SY456YB-0-4_bin8-k141_492248_32	26546	27505	+	ID=56_32;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.562
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	33	-9	upstream	SY456YB-0-4_bin8-k141_492248_33	27561	28283	-	ID=56_33;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.530
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	34	-8	upstream	SY456YB-0-4_bin8-k141_492248_34	28429	30666	+	ID=56_34;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.519
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	35	-7	upstream	SY456YB-0-4_bin8-k141_492248_35	30670	32052	-	ID=56_35;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.539
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	36	-6	upstream	SY456YB-0-4_bin8-k141_492248_36	32033	33322	-	ID=56_36;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.552
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	37	-5	upstream	SY456YB-0-4_bin8-k141_492248_37	33315	34985	-	ID=56_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.534
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	38	-4	upstream	SY456YB-0-4_bin8-k141_492248_38	34992	35741	-	ID=56_38;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.555
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	39	-3	upstream	SY456YB-0-4_bin8-k141_492248_39	35843	35950	-	ID=56_39;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.454
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	40	-2	upstream	SY456YB-0-4_bin8-k141_492248_40	35975	36715	-	ID=56_40;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.491
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	41	-1	upstream	SY456YB-0-4_bin8-k141_492248_41	36739	38937	-	ID=56_41;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.536
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	42	0	target	SY456YB-0-4_bin8-k141_492248_42	39113	41791	-	ID=56_42;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.520
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	43	1	downstream	SY456YB-0-4_bin8-k141_492248_43	41804	42385	-	ID=56_43;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.538
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	44	2	downstream	SY456YB-0-4_bin8-k141_492248_44	42406	43548	-	ID=56_44;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.535
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	45	3	downstream	SY456YB-0-4_bin8-k141_492248_45	43564	44685	-	ID=56_45;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.537
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	46	4	downstream	SY456YB-0-4_bin8-k141_492248_46	44829	47096	-	ID=56_46;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.551
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	47	5	downstream	SY456YB-0-4_bin8-k141_492248_47	47106	48239	-	ID=56_47;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.566
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	48	6	downstream	SY456YB-0-4_bin8-k141_492248_48	48236	50014	-	ID=56_48;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.521
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	49	7	downstream	SY456YB-0-4_bin8-k141_492248_49	50027	50155	-	ID=56_49;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.527
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	50	8	downstream	SY456YB-0-4_bin8-k141_492248_50	50178	50300	-	ID=56_50;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.480
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	51	9	downstream	SY456YB-0-4_bin8-k141_492248_51	50293	50406	-	ID=56_51;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.404
SY456YB-0-4_bin8-k141_492248_42	SY456YB-0-4_bin8	SY456YB-0-4_bin8-k141_492248	42	52	10	downstream	SY456YB-0-4_bin8-k141_492248_52	50409	50711	-	ID=56_52;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.479
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	2	-10	upstream	SY456YB-4-8_bin24-k141_314185_2	359	736	-	ID=14_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.458
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	3	-9	upstream	SY456YB-4-8_bin24-k141_314185_3	740	1108	-	ID=14_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.436
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	4	-8	upstream	SY456YB-4-8_bin24-k141_314185_4	1146	2486	-	ID=14_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.419
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	5	-7	upstream	SY456YB-4-8_bin24-k141_314185_5	2644	3177	-	ID=14_5;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.434
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	6	-6	upstream	SY456YB-4-8_bin24-k141_314185_6	3417	5207	-	ID=14_6;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.423
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	7	-5	upstream	SY456YB-4-8_bin24-k141_314185_7	5314	6240	-	ID=14_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.442
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	8	-4	upstream	SY456YB-4-8_bin24-k141_314185_8	6539	7555	-	ID=14_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.394
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	9	-3	upstream	SY456YB-4-8_bin24-k141_314185_9	7969	9081	+	ID=14_9;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.409
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	10	-2	upstream	SY456YB-4-8_bin24-k141_314185_10	9097	10293	+	ID=14_10;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.425
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	11	-1	upstream	SY456YB-4-8_bin24-k141_314185_11	10290	10901	+	ID=14_11;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.425
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	12	0	target	SY456YB-4-8_bin24-k141_314185_12	10913	13606	+	ID=14_12;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.427
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	13	1	downstream	SY456YB-4-8_bin24-k141_314185_13	13774	14436	+	ID=14_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.388
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	14	2	downstream	SY456YB-4-8_bin24-k141_314185_14	14528	15256	+	ID=14_14;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.373
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	15	3	downstream	SY456YB-4-8_bin24-k141_314185_15	15253	15939	+	ID=14_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.438
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	16	4	downstream	SY456YB-4-8_bin24-k141_314185_16	15902	17044	+	ID=14_16;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.422
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	17	5	downstream	SY456YB-4-8_bin24-k141_314185_17	17222	18595	-	ID=14_17;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.412
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	18	6	downstream	SY456YB-4-8_bin24-k141_314185_18	18592	21528	-	ID=14_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.381
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	19	7	downstream	SY456YB-4-8_bin24-k141_314185_19	21525	21890	-	ID=14_19;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.404
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	20	8	downstream	SY456YB-4-8_bin24-k141_314185_20	21927	23345	-	ID=14_20;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.408
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	21	9	downstream	SY456YB-4-8_bin24-k141_314185_21	23342	23482	-	ID=14_21;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.433
SY456YB-4-8_bin24-k141_314185_12	SY456YB-4-8_bin24	SY456YB-4-8_bin24-k141_314185	12	22	10	downstream	SY456YB-4-8_bin24-k141_314185_22	23482	24744	-	ID=14_22;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.429
SY456YB-8-12_bin17-k141_937905_1	SY456YB-8-12_bin17	SY456YB-8-12_bin17-k141_937905	1	1	0	target	SY456YB-8-12_bin17-k141_937905_1	2	1582	+	ID=505_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.581
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	18	-10	upstream	SY456YB-8-12_bin27-k141_1029503_18	18152	18883	-	ID=107_18;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.501
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	19	-9	upstream	SY456YB-8-12_bin27-k141_1029503_19	19029	21275	+	ID=107_19;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.511
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	20	-8	upstream	SY456YB-8-12_bin27-k141_1029503_20	21382	21993	+	ID=107_20;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.580
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	21	-7	upstream	SY456YB-8-12_bin27-k141_1029503_21	21940	23313	-	ID=107_21;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.536
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	22	-6	upstream	SY456YB-8-12_bin27-k141_1029503_22	23322	24593	-	ID=107_22;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.561
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	23	-5	upstream	SY456YB-8-12_bin27-k141_1029503_23	24598	26238	-	ID=107_23;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.539
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	24	-4	upstream	SY456YB-8-12_bin27-k141_1029503_24	26250	27110	-	ID=107_24;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=3-4bp;gc_cont=0.520
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	25	-3	upstream	SY456YB-8-12_bin27-k141_1029503_25	27095	27202	-	ID=107_25;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.370
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	26	-2	upstream	SY456YB-8-12_bin27-k141_1029503_26	27247	27987	-	ID=107_26;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.480
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	27	-1	upstream	SY456YB-8-12_bin27-k141_1029503_27	28013	30199	-	ID=107_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.532
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	28	0	target	SY456YB-8-12_bin27-k141_1029503_28	30367	33045	-	ID=107_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.515
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	29	1	downstream	SY456YB-8-12_bin27-k141_1029503_29	33057	33638	-	ID=107_29;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.519
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	30	2	downstream	SY456YB-8-12_bin27-k141_1029503_30	33659	34810	-	ID=107_30;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.515
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	31	3	downstream	SY456YB-8-12_bin27-k141_1029503_31	34831	35952	-	ID=107_31;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.496
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	32	4	downstream	SY456YB-8-12_bin27-k141_1029503_32	36099	38363	-	ID=107_32;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.525
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	33	5	downstream	SY456YB-8-12_bin27-k141_1029503_33	38374	39516	-	ID=107_33;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.544
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	34	6	downstream	SY456YB-8-12_bin27-k141_1029503_34	39513	41279	-	ID=107_34;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.525
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	35	7	downstream	SY456YB-8-12_bin27-k141_1029503_35	41289	41477	-	ID=107_35;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.460
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	36	8	downstream	SY456YB-8-12_bin27-k141_1029503_36	41449	41592	-	ID=107_36;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.444
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	37	9	downstream	SY456YB-8-12_bin27-k141_1029503_37	41669	41971	-	ID=107_37;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.469
SY456YB-8-12_bin27-k141_1029503_28	SY456YB-8-12_bin27	SY456YB-8-12_bin27-k141_1029503	28	38	10	downstream	SY456YB-8-12_bin27-k141_1029503_38	42163	42930	+	ID=107_38;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.499
